,Corrected Time / s,Time / s,Current / A,Potential / V,Scan,Index
1920,-0.0502014,37.7225,-0.00393982,-0.0500793,2,9039
1921,-0.0512695,37.7261,-0.00414734,-0.051178,2,9040
1922,-0.0523376,37.7296,-0.00451355,-0.0522766,2,9041
1923,-0.0534058,37.7332,-0.00502014,-0.0532837,2,9042
1924,-0.0544739,37.7368,-0.00533142,-0.0544128,2,9043
1925,-0.055542,37.7403,-0.00567627,-0.0554504,2,9044
1926,-0.0566101,37.7439,-0.00602417,-0.0565491,2,9045
1927,-0.0576782,37.7474,-0.00627441,-0.0575867,2,9046
1928,-0.0587463,37.751,-0.00661621,-0.0586548,2,9047
1929,-0.0598145,37.7546,-0.00697632,-0.0597229,2,9048
1930,-0.0608826,37.7581,-0.00715027,-0.0608215,2,9049
1931,-0.0619507,37.7617,-0.00753784,-0.0618591,2,9050
1932,-0.0630188,37.7652,-0.00779419,-0.0629272,2,9051
1933,-0.0640869,37.7688,-0.00803223,-0.0639954,2,9052
1934,-0.065155,37.7724,-0.00836182,-0.065094,2,9053
1935,-0.0662231,37.7759,-0.00872803,-0.0661316,2,9054
1936,-0.0672913,37.7795,-0.00914612,-0.0672302,2,9055
1937,-0.0683594,37.783,-0.00959778,-0.0682983,2,9056
1938,-0.0694275,37.7866,-0.00975342,-0.0693359,2,9057
1939,-0.0704956,37.7902,-0.0100677,-0.0704041,2,9058
1940,-0.0715637,37.7937,-0.0103607,-0.0714722,2,9059
1941,-0.0726318,37.7973,-0.0106598,-0.0725708,2,9060
1942,-0.0737,37.8008,-0.0111084,-0.0736084,2,9061
1943,-0.0747681,37.8044,-0.0114746,-0.074707,2,9062
1944,-0.0758362,37.808,-0.0119141,-0.0757751,2,9063
1945,-0.0769043,37.8115,-0.0123474,-0.0768433,2,9064
1946,-0.0779724,37.8151,-0.0126648,-0.0778809,2,9065
1947,-0.0790405,37.8186,-0.0130066,-0.078949,2,9066
1948,-0.0801086,37.8222,-0.0134247,-0.0800171,2,9067
1949,-0.0811768,37.8258,-0.0138794,-0.0811157,2,9068
1950,-0.0822449,37.8293,-0.0143555,-0.0822144,2,9069
1951,-0.083313,37.8329,-0.0146881,-0.0831909,2,9070
1952,-0.0843811,37.8364,-0.0151642,-0.084259,2,9071
1953,-0.0854492,37.84,-0.0156708,-0.0853577,2,9072
1954,-0.0865173,37.8436,-0.0161682,-0.0863953,2,9073
1955,-0.0875854,37.8471,-0.0165283,-0.0874939,2,9074
1956,-0.0886536,37.8507,-0.01698,-0.0885315,2,9075
1957,-0.0897217,37.8542,-0.0173889,-0.0896606,2,9076
1958,-0.0907898,37.8578,-0.0177917,-0.0907288,2,9077
1959,-0.0918579,37.8614,-0.0183167,-0.0917664,2,9078
1960,-0.092926,37.8649,-0.018692,-0.0928345,2,9079
1961,-0.0939941,37.8685,-0.0190857,-0.0939331,2,9080
1962,-0.0950623,37.872,-0.0195526,-0.0949707,2,9081
1963,-0.0961304,37.8756,-0.0198517,-0.0960999,2,9082
1964,-0.0971985,37.8792,-0.0203308,-0.0971069,2,9083
1965,-0.0982666,37.8827,-0.0207001,-0.098175,2,9084
1966,-0.0993347,37.8863,-0.0211243,-0.0992432,2,9085
1967,-0.100403,37.8898,-0.0216248,-0.100342,2,9086
1968,-0.101471,37.8934,-0.0220184,-0.101379,2,9087
1969,-0.102539,37.897,-0.0224304,-0.102478,2,9088
1970,-0.103607,37.9005,-0.0227478,-0.103546,2,9089
1971,-0.104675,37.9041,-0.0232758,-0.104584,2,9090
1972,-0.105743,37.9076,-0.0236938,-0.105682,2,9091
1973,-0.106812,37.9112,-0.0240753,-0.10672,2,9092
1974,-0.10788,37.9148,-0.0243286,-0.107819,2,9093
1975,-0.108948,37.9183,-0.0247406,-0.108887,2,9094
1976,-0.110016,37.9219,-0.0251221,-0.109955,2,9095
1977,-0.111084,37.9254,-0.0255707,-0.110962,2,9096
1978,-0.112152,37.929,-0.0259521,-0.112091,2,9097
1979,-0.11322,37.9326,-0.0263428,-0.113098,2,9098
1980,-0.114288,37.9361,-0.0267487,-0.114258,2,9099
1981,-0.115356,37.9397,-0.0273163,-0.115265,2,9100
1982,-0.116425,37.9432,-0.0277252,-0.116333,2,9101
1983,-0.117493,37.9468,-0.0281006,-0.117401,2,9102
1984,-0.118561,37.9504,-0.0284943,-0.1185,2,9103
1985,-0.119629,37.9539,-0.0289398,-0.119568,2,9104
1986,-0.120697,37.9575,-0.0294006,-0.120636,2,9105
1987,-0.121765,37.961,-0.0298126,-0.121643,2,9106
1988,-0.122833,37.9646,-0.0302185,-0.122772,2,9107
1989,-0.123901,37.9682,-0.030719,-0.123779,2,9108
1990,-0.124969,37.9717,-0.031134,-0.124847,2,9109
1991,-0.126038,37.9753,-0.0316589,-0.125946,2,9110
1992,-0.127106,37.9788,-0.0320892,-0.127014,2,9111
1993,-0.128174,37.9824,-0.0325562,-0.128113,2,9112
1994,-0.129242,37.986,-0.0330872,-0.12915,2,9113
1995,-0.13031,37.9895,-0.0336243,-0.130157,2,9114
1996,-0.131378,37.9931,-0.0341583,-0.131317,2,9115
1997,-0.132446,37.9966,-0.0347595,-0.132355,2,9116
1998,-0.133514,38.0002,-0.0352234,-0.133423,2,9117
1999,-0.134583,38.0038,-0.0358643,-0.13443,2,9118
2000,-0.135651,38.0073,-0.0363586,-0.135559,2,9119
2001,-0.136719,38.0109,-0.0368347,-0.136627,2,9120
2002,-0.137787,38.0144,-0.0372467,-0.137665,2,9121
2003,-0.138855,38.018,-0.0378113,-0.138733,2,9122
2004,-0.139923,38.0216,-0.0382874,-0.139893,2,9123
2005,-0.140991,38.0251,-0.0388641,-0.140869,2,9124
2006,-0.142059,38.0287,-0.0393188,-0.141937,2,9125
2007,-0.143127,38.0322,-0.0397949,-0.143036,2,9126
2008,-0.144196,38.0358,-0.0402069,-0.144073,2,9127
2009,-0.145264,38.0394,-0.0407135,-0.145172,2,9128
2010,-0.146332,38.0429,-0.0412292,-0.14621,2,9129
2011,-0.1474,38.0465,-0.041748,-0.147278,2,9130
2012,-0.148468,38.05,-0.0421478,-0.148315,2,9131
2013,-0.149536,38.0536,-0.0426575,-0.149384,2,9132
2014,-0.150604,38.0572,-0.043158,-0.150543,2,9133
2015,-0.151672,38.0607,-0.0436798,-0.151581,2,9134
2016,-0.15274,38.0643,-0.0440735,-0.152649,2,9135
2017,-0.153809,38.0678,-0.0445557,-0.153656,2,9136
2018,-0.154877,38.0714,-0.0449585,-0.154755,2,9137
2019,-0.155945,38.075,-0.0455078,-0.155792,2,9138
2020,-0.157013,38.0785,-0.0457855,-0.156921,2,9139
2021,-0.158081,38.0821,-0.0462982,-0.157928,2,9140
2022,-0.159149,38.0856,-0.0467102,-0.159088,2,9141
2023,-0.160217,38.0892,-0.0470856,-0.160126,2,9142
2024,-0.161285,38.0928,-0.047644,-0.161224,2,9143
2025,-0.162354,38.0963,-0.0483246,-0.162262,2,9144
2026,-0.163422,38.0999,-0.0486755,-0.16333,2,9145
2027,-0.16449,38.1034,-0.0490967,-0.164429,2,9146
2028,-0.165558,38.107,-0.0495209,-0.165405,2,9147
2029,-0.166626,38.1106,-0.0502319,-0.166534,2,9148
2030,-0.167694,38.1141,-0.0506897,-0.167633,2,9149
2031,-0.168762,38.1177,-0.0509949,-0.16864,2,9150
2032,-0.16983,38.1212,-0.0514526,-0.169769,2,9151
2033,-0.170898,38.1248,-0.0519409,-0.170807,2,9152
2034,-0.171967,38.1284,-0.0524292,-0.171844,2,9153
2035,-0.173035,38.1319,-0.052887,-0.172943,2,9154
2036,-0.174103,38.1355,-0.0533142,-0.174011,2,9155
2037,-0.175171,38.139,-0.0538635,-0.17511,2,9156
2038,-0.176239,38.1426,-0.0543823,-0.176117,2,9157
2039,-0.177307,38.1462,-0.0550232,-0.177185,2,9158
2040,-0.178375,38.1497,-0.055542,-0.178314,2,9159
2041,-0.179443,38.1533,-0.0561218,-0.179321,2,9160
2042,-0.180511,38.1568,-0.0567017,-0.18042,2,9161
2043,-0.18158,38.1604,-0.057251,-0.181396,2,9162
2044,-0.182648,38.164,-0.0577087,-0.182556,2,9163
2045,-0.183716,38.1675,-0.0582581,-0.183624,2,9164
2046,-0.184784,38.1711,-0.0586853,-0.184692,2,9165
2047,-0.185852,38.1746,-0.0592041,-0.18573,2,9166
2048,-0.18692,38.1782,-0.0597229,-0.186859,2,9167
2049,-0.187988,38.1818,-0.0602112,-0.187836,2,9168
2050,-0.189056,38.1853,-0.0606995,-0.188904,2,9169
2051,-0.190125,38.1889,-0.0611572,-0.189972,2,9170
2052,-0.191193,38.1924,-0.0616455,-0.191132,2,9171
2053,-0.192261,38.196,-0.0621338,-0.1922,2,9172
2054,-0.193329,38.1996,-0.0626526,-0.193268,2,9173
2055,-0.194397,38.2031,-0.0632019,-0.194366,2,9174
2056,-0.195465,38.2067,-0.0636597,-0.195374,2,9175
2057,-0.196533,38.2102,-0.0641174,-0.196442,2,9176
2058,-0.197601,38.2138,-0.0646057,-0.197571,2,9177
2059,-0.198669,38.2174,-0.065033,-0.198608,2,9178
2060,-0.199738,38.2209,-0.0654602,-0.199646,2,9179
2061,-0.200806,38.2245,-0.0656738,-0.200653,2,9180
2062,-0.201874,38.228,-0.0660706,-0.201752,2,9181
2063,-0.202942,38.2316,-0.0664673,-0.202789,2,9182
2064,-0.20401,38.2352,-0.0669556,-0.203857,2,9183
2065,-0.205078,38.2387,-0.0672913,-0.204987,2,9184
2066,-0.206146,38.2423,-0.0678101,-0.206024,2,9185
2067,-0.207214,38.2458,-0.0682373,-0.207062,2,9186
2068,-0.208282,38.2494,-0.0683289,-0.208191,2,9187
2069,-0.209351,38.253,-0.0686646,-0.209229,2,9188
2070,-0.210419,38.2565,-0.0690613,-0.210297,2,9189
2071,-0.211487,38.2601,-0.0693665,-0.211365,2,9190
2072,-0.212555,38.2636,-0.0699158,-0.212402,2,9191
2073,-0.213623,38.2672,-0.0701599,-0.213531,2,9192
2074,-0.214691,38.2708,-0.0705566,-0.2146,2,9193
2075,-0.215759,38.2743,-0.0709839,-0.215637,2,9194
2076,-0.216827,38.2779,-0.0712891,-0.216705,2,9195
2077,-0.217896,38.2814,-0.0716248,-0.217773,2,9196
2078,-0.218964,38.285,-0.072052,-0.218872,2,9197
2079,-0.220032,38.2886,-0.0723877,-0.219879,2,9198
2080,-0.2211,38.2921,-0.0727234,-0.220978,2,9199
2081,-0.222168,38.2957,-0.0732422,-0.222076,2,9200
2082,-0.223236,38.2992,-0.0736084,-0.223114,2,9201
2083,-0.224304,38.3028,-0.0741882,-0.224152,2,9202
2084,-0.225372,38.3064,-0.0744324,-0.22525,2,9203
2085,-0.22644,38.3099,-0.0748291,-0.226349,2,9204
2086,-0.227509,38.3135,-0.0751648,-0.227386,2,9205
2087,-0.228577,38.317,-0.0754089,-0.228455,2,9206
2088,-0.229645,38.3206,-0.0757751,-0.229462,2,9207
2089,-0.230713,38.3242,-0.0760193,-0.230621,2,9208
2090,-0.231781,38.3277,-0.0763855,-0.231659,2,9209
2091,-0.232849,38.3313,-0.0767517,-0.232727,2,9210
2092,-0.233917,38.3348,-0.0770874,-0.233765,2,9211
2093,-0.234985,38.3384,-0.0773315,-0.234863,2,9212
2094,-0.236053,38.342,-0.0777283,-0.235962,2,9213
2095,-0.237122,38.3455,-0.078064,-0.236969,2,9214
2096,-0.23819,38.3491,-0.0784302,-0.238037,2,9215
2097,-0.239258,38.3526,-0.0785828,-0.239136,2,9216
2098,-0.240326,38.3562,-0.0787964,-0.240204,2,9217
2099,-0.241394,38.3598,-0.07901,-0.241302,2,9218
2100,-0.242462,38.3633,-0.0793457,-0.24234,2,9219
2101,-0.24353,38.3669,-0.0794678,-0.243408,2,9220
2102,-0.244598,38.3704,-0.0796814,-0.244446,2,9221
2103,-0.245667,38.374,-0.079895,-0.245544,2,9222
2104,-0.246735,38.3776,-0.0802307,-0.246613,2,9223
2105,-0.247803,38.3811,-0.0802917,-0.247711,2,9224
2106,-0.248871,38.3847,-0.0803528,-0.248718,2,9225
2107,-0.249939,38.3882,-0.0802917,-0.249786,2,9226
2108,-0.251007,38.3918,-0.0805664,-0.250916,2,9227
2109,-0.252075,38.3954,-0.0804138,-0.251953,2,9228
2110,-0.253143,38.3989,-0.0807495,-0.253021,2,9229
2111,-0.254211,38.4025,-0.0805664,-0.254089,2,9230
2112,-0.25528,38.406,-0.0808105,-0.255127,2,9231
2113,-0.256348,38.4096,-0.0805969,-0.256226,2,9232
2114,-0.257416,38.4132,-0.0809021,-0.257294,2,9233
2115,-0.258484,38.4167,-0.0808105,-0.258362,2,9234
2116,-0.259552,38.4203,-0.0809631,-0.259399,2,9235
2117,-0.26062,38.4238,-0.0810242,-0.260468,2,9236
2118,-0.261688,38.4274,-0.0811768,-0.261597,2,9237
2119,-0.262756,38.431,-0.0814209,-0.262665,2,9238
2120,-0.263824,38.4345,-0.081604,-0.263702,2,9239
2121,-0.264893,38.4381,-0.0817871,-0.26474,2,9240
2122,-0.265961,38.4416,-0.0820313,-0.265839,2,9241
2123,-0.267029,38.4452,-0.0824585,-0.266876,2,9242
2124,-0.268097,38.4488,-0.0824585,-0.267944,2,9243
2125,-0.269165,38.4523,-0.082428,-0.269043,2,9244
2126,-0.270233,38.4559,-0.0828247,-0.27005,2,9245
2127,-0.271301,38.4594,-0.0828857,-0.271149,2,9246
2128,-0.272369,38.463,-0.0829468,-0.272217,2,9247
2129,-0.273438,38.4666,-0.0829163,-0.273315,2,9248
2130,-0.27450600000000003,38.4701,-0.0828552,-0.274353,2,9249
2131,-0.275574,38.4737,-0.0830078,-0.275452,2,9250
2132,-0.276642,38.4772,-0.0831909,-0.276459,2,9251
2133,-0.27771,38.4808,-0.0831909,-0.277588,2,9252
2134,-0.278778,38.4844,-0.0834351,-0.278687,2,9253
2135,-0.279846,38.4879,-0.0832825,-0.279694,2,9254
2136,-0.280914,38.4915,-0.0835571,-0.280792,2,9255
2137,-0.281982,38.495,-0.0836182,-0.281799,2,9256
2138,-0.283051,38.4986,-0.0836182,-0.282898,2,9257
2139,-0.284119,38.5022,-0.0836487,-0.284027,2,9258
2140,-0.285187,38.5057,-0.0836487,-0.285095,2,9259
2141,-0.286255,38.5093,-0.0836182,-0.286102,2,9260
2142,-0.287323,38.5128,-0.0836792,-0.287231,2,9261
2143,-0.288391,38.5164,-0.0835571,-0.2883,2,9262
2144,-0.289459,38.52,-0.0835876,-0.289337,2,9263
2145,-0.290527,38.5235,-0.0835266,-0.290405,2,9264
2146,-0.291595,38.5271,-0.0834351,-0.291443,2,9265
2147,-0.292664,38.5306,-0.0834656,-0.292511,2,9266
2148,-0.293732,38.5342,-0.0833435,-0.293671,2,9267
2149,-0.2948,38.5378,-0.0830994,-0.294617,2,9268
2150,-0.295868,38.5413,-0.083374,-0.295715,2,9269
2151,-0.296936,38.5449,-0.0832825,-0.296783,2,9270
2152,-0.298004,38.5484,-0.0831299,-0.297791,2,9271
2153,-0.299072,38.552,-0.0831909,-0.29892,2,9272
2154,-0.30014,38.5556,-0.083374,-0.299957,2,9273
2155,-0.301208,38.5591,-0.0833435,-0.301056,2,9274
2156,-0.302277,38.5627,-0.0831909,-0.302124,2,9275
2157,-0.303345,38.5662,-0.0831604,-0.303253,2,9276
2158,-0.304413,38.5698,-0.0830688,-0.30426,2,9277
2159,-0.305481,38.5734,-0.0830994,-0.305328,2,9278
2160,-0.306549,38.5769,-0.0830994,-0.306366,2,9279
2161,-0.307617,38.5805,-0.0833435,-0.307465,2,9280
2162,-0.308685,38.584,-0.0831604,-0.308533,2,9281
2163,-0.309753,38.5876,-0.083374,-0.309631,2,9282
2164,-0.310822,38.5912,-0.0834045,-0.310669,2,9283
2165,-0.31189,38.5947,-0.0833435,-0.311768,2,9284
2166,-0.312958,38.5983,-0.0830994,-0.312836,2,9285
2167,-0.314026,38.6018,-0.083374,-0.313904,2,9286
2168,-0.315094,38.6054,-0.0834656,-0.315002,2,9287
2169,-0.316162,38.609,-0.0834351,-0.31604,2,9288
2170,-0.31723,38.6125,-0.0834351,-0.317169,2,9289
2171,-0.318298,38.6161,-0.0835266,-0.318176,2,9290
2172,-0.319366,38.6196,-0.0835266,-0.319244,2,9291
2173,-0.320435,38.6232,-0.0835266,-0.320282,2,9292
2174,-0.321503,38.6268,-0.0833435,-0.321411,2,9293
2175,-0.322571,38.6303,-0.0834961,-0.322449,2,9294
2176,-0.323639,38.6339,-0.0835876,-0.323547,2,9295
2177,-0.324707,38.6374,-0.0835571,-0.324585,2,9296
2178,-0.325775,38.641,-0.0836487,-0.325623,2,9297
2179,-0.326843,38.6446,-0.0836792,-0.326721,2,9298
2180,-0.327911,38.6481,-0.0836182,-0.32782,2,9299
2181,-0.328979,38.6517,-0.0836487,-0.328857,2,9300
2182,-0.330048,38.6552,-0.0836487,-0.329895,2,9301
2183,-0.331116,38.6588,-0.0835876,-0.330994,2,9302
2184,-0.332184,38.6624,-0.0835876,-0.332092,2,9303
2185,-0.333252,38.6659,-0.0835876,-0.33313,2,9304
2186,-0.33432,38.6695,-0.0834045,-0.334167,2,9305
2187,-0.335388,38.673,-0.0832825,-0.335236,2,9306
2188,-0.336456,38.6766,-0.0834656,-0.336334,2,9307
2189,-0.337524,38.6802,-0.0832825,-0.337341,2,9308
2190,-0.338593,38.6837,-0.0831909,-0.33847,2,9309
2191,-0.339661,38.6873,-0.0831604,-0.339539,2,9310
2192,-0.340729,38.6908,-0.0830994,-0.340607,2,9311
2193,-0.341797,38.6944,-0.0829773,-0.341644,2,9312
2194,-0.342865,38.698,-0.0827637,-0.342743,2,9313
2195,-0.343933,38.7015,-0.0827026,-0.343781,2,9314
2196,-0.345001,38.7051,-0.0826416,-0.344818,2,9315
2197,-0.346069,38.7086,-0.0828552,-0.345886,2,9316
2198,-0.347137,38.7122,-0.0826721,-0.347015,2,9317
2199,-0.348206,38.7158,-0.0826416,-0.347992,2,9318
2200,-0.349274,38.7193,-0.0825195,-0.349121,2,9319
2201,-0.350342,38.7229,-0.0825195,-0.35022,2,9320
2202,-0.35141,38.7264,-0.082489,-0.351288,2,9321
2203,-0.352478,38.73,-0.0825806,-0.352386,2,9322
2204,-0.353546,38.7336,-0.0825195,-0.353424,2,9323
2205,-0.354614,38.7371,-0.0824585,-0.354492,2,9324
2206,-0.355682,38.7407,-0.0823975,-0.35553,2,9325
2207,-0.35675,38.7442,-0.082489,-0.356598,2,9326
2208,-0.357819,38.7478,-0.082489,-0.357666,2,9327
2209,-0.358887,38.7514,-0.082489,-0.358765,2,9328
2210,-0.359955,38.7549,-0.082428,-0.359802,2,9329
2211,-0.361023,38.7585,-0.0823364,-0.36084,2,9330
2212,-0.362091,38.762,-0.0823059,-0.361969,2,9331
2213,-0.363159,38.7656,-0.0822449,-0.362946,2,9332
2214,-0.364227,38.7692,-0.0821838,-0.364105,2,9333
2215,-0.365295,38.7727,-0.0821228,-0.365173,2,9334
2216,-0.366364,38.7763,-0.0820618,-0.366272,2,9335
2217,-0.367432,38.7798,-0.0820923,-0.367249,2,9336
2218,-0.3685,38.7834,-0.0820618,-0.368286,2,9337
2219,-0.369568,38.787,-0.0819397,-0.369446,2,9338
2220,-0.370636,38.7905,-0.0818176,-0.370453,2,9339
2221,-0.371704,38.7941,-0.0817261,-0.371552,2,9340
2222,-0.372772,38.7976,-0.0815735,-0.37265,2,9341
2223,-0.37384,38.8012,-0.0814209,-0.373688,2,9342
2224,-0.374908,38.8048,-0.0812683,-0.374786,2,9343
2225,-0.375977,38.8083,-0.0811157,-0.375854,2,9344
2226,-0.377045,38.8119,-0.0809937,-0.376923,2,9345
2227,-0.378113,38.8154,-0.08078,-0.37796,2,9346
2228,-0.379181,38.819,-0.0805969,-0.379089,2,9347
2229,-0.380249,38.8226,-0.0805054,-0.380127,2,9348
2230,-0.381317,38.8261,-0.0803223,-0.381165,2,9349
2231,-0.382385,38.8297,-0.0801392,-0.382263,2,9350
2232,-0.383453,38.8332,-0.0798645,-0.38327,2,9351
2233,-0.384521,38.8368,-0.0796814,-0.384338,2,9352
2234,-0.38559,38.8404,-0.0794983,-0.385406,2,9353
2235,-0.386658,38.8439,-0.0793457,-0.386505,2,9354
2236,-0.387726,38.8475,-0.0791321,-0.387604,2,9355
2237,-0.388794,38.851,-0.078949,-0.388641,2,9356
2238,-0.389862,38.8546,-0.0786743,-0.389709,2,9357
2239,-0.39093,38.8582,-0.0784302,-0.390778,2,9358
2240,-0.391998,38.8617,-0.078186,-0.391815,2,9359
2241,-0.393066,38.8653,-0.0779724,-0.392914,2,9360
2242,-0.394135,38.8688,-0.0777893,-0.393982,2,9361
2243,-0.395203,38.8724,-0.0775452,-0.395081,2,9362
2244,-0.396271,38.876,-0.077301,-0.396088,2,9363
2245,-0.397339,38.8795,-0.0770874,-0.397247,2,9364
2246,-0.398407,38.8831,-0.0769653,-0.398254,2,9365
2247,-0.399475,38.8866,-0.0767517,-0.399292,2,9366
2248,-0.400543,38.8902,-0.0764771,-0.40036,2,9367
2249,-0.401611,38.8938,-0.0762329,-0.401459,2,9368
2250,-0.402679,38.8973,-0.0759888,-0.402557,2,9369
2251,-0.403748,38.9009,-0.0757141,-0.403595,2,9370
2252,-0.404816,38.9044,-0.0755005,-0.404694,2,9371
2253,-0.405884,38.908,-0.0753174,-0.405731,2,9372
2254,-0.406952,38.9116,-0.0749817,-0.406799,2,9373
2255,-0.40802,38.9151,-0.0749512,-0.407837,2,9374
2256,-0.409088,38.9187,-0.0745239,-0.408997,2,9375
2257,-0.410156,38.9222,-0.0744324,-0.409973,2,9376
2258,-0.411224,38.9258,-0.0740967,-0.411072,2,9377
2259,-0.412292,38.9294,-0.0738831,-0.41214,2,9378
2260,-0.413361,38.9329,-0.0736389,-0.413239,2,9379
2261,-0.414429,38.9365,-0.0734253,-0.414307,2,9380
2262,-0.415497,38.94,-0.0732422,-0.415314,2,9381
2263,-0.416565,38.9436,-0.0730591,-0.416443,2,9382
2264,-0.417633,38.9472,-0.0727539,-0.417419,2,9383
2265,-0.418701,38.9507,-0.0724182,-0.418549,2,9384
2266,-0.419769,38.9543,-0.072052,-0.419647,2,9385
2267,-0.420837,38.9578,-0.0717468,-0.420654,2,9386
2268,-0.421906,38.9614,-0.0713501,-0.421753,2,9387
2269,-0.422974,38.965,-0.0709839,-0.422852,2,9388
2270,-0.424042,38.9685,-0.0706787,-0.423859,2,9389
2271,-0.42511,38.9721,-0.070343,-0.424896,2,9390
2272,-0.426178,38.9756,-0.0699463,-0.426025,2,9391
2273,-0.427246,38.9792,-0.0696106,-0.427094,2,9392
2274,-0.428314,38.9828,-0.0692749,-0.428162,2,9393
2275,-0.429382,38.9863,-0.0689087,-0.429199,2,9394
2276,-0.43045,38.9899,-0.0686035,-0.430298,2,9395
2277,-0.431519,38.9934,-0.0682068,-0.431366,2,9396
2278,-0.432587,38.997,-0.0678406,-0.432404,2,9397
2279,-0.433655,39.0006,-0.0674744,-0.433472,2,9398
2280,-0.434723,39.0041,-0.0671387,-0.434509,2,9399
2281,-0.435791,39.0077,-0.0668335,-0.435699,2,9400
2282,-0.436859,39.0112,-0.0664673,-0.436676,2,9401
2283,-0.437927,39.0148,-0.0661316,-0.437805,2,9402
2284,-0.438995,39.0184,-0.0658569,-0.438843,2,9403
2285,-0.440063,39.0219,-0.0655212,-0.439941,2,9404
2286,-0.441132,39.0255,-0.0652771,-0.44101,2,9405
2287,-0.4422,39.029,-0.0649719,-0.441986,2,9406
2288,-0.443268,39.0326,-0.0647583,-0.443115,2,9407
2289,-0.444336,39.0362,-0.0644531,-0.444244,2,9408
2290,-0.445404,39.0397,-0.064209,-0.445251,2,9409
2291,-0.446472,39.0433,-0.0639343,-0.44632,2,9410
2292,-0.44754,39.0468,-0.0636597,-0.447418,2,9411
2293,-0.448608,39.0504,-0.0634155,-0.448425,2,9412
2294,-0.449677,39.054,-0.0631714,-0.449493,2,9413
2295,-0.450745,39.0575,-0.0630798,-0.450531,2,9414
2296,-0.451813,39.0611,-0.0628662,-0.451691,2,9415
2297,-0.452881,39.0646,-0.0624695,-0.452759,2,9416
2298,-0.453949,39.0682,-0.0622253,-0.453827,2,9417
2299,-0.455017,39.0718,-0.0619507,-0.454865,2,9418
2300,-0.456085,39.0753,-0.0618896,-0.455902,2,9419
2301,-0.457153,39.0789,-0.0615845,-0.457001,2,9420
2302,-0.458221,39.0824,-0.0614014,-0.458008,2,9421
2303,-0.45929,39.086,-0.0611267,-0.459137,2,9422
2304,-0.460358,39.0896,-0.0608826,-0.460205,2,9423
2305,-0.461426,39.0931,-0.0606384,-0.461243,2,9424
2306,-0.462494,39.0967,-0.0603638,-0.462311,2,9425
2307,-0.463562,39.1002,-0.0600891,-0.463379,2,9426
2308,-0.46463,39.1038,-0.059845,-0.464447,2,9427
2309,-0.465698,39.1074,-0.0595703,-0.465515,2,9428
2310,-0.466766,39.1109,-0.0593262,-0.466583,2,9429
2311,-0.467834,39.1145,-0.059082,-0.467651,2,9430
2312,-0.468903,39.118,-0.0588074,-0.468719,2,9431
2313,-0.469971,39.1216,-0.0585327,-0.469818,2,9432
2314,-0.471039,39.1252,-0.0582581,-0.470886,2,9433
2315,-0.472107,39.1287,-0.0581665,-0.471924,2,9434
2316,-0.473175,39.1323,-0.0579224,-0.472961,2,9435
2317,-0.474243,39.1358,-0.0576782,-0.474091,2,9436
2318,-0.475311,39.1394,-0.0574341,-0.475159,2,9437
2319,-0.476379,39.143,-0.0571899,-0.476196,2,9438
2320,-0.477448,39.1465,-0.0570068,-0.477264,2,9439
2321,-0.478516,39.1501,-0.0567627,-0.478363,2,9440
2322,-0.479584,39.1536,-0.0565796,-0.47937,2,9441
2323,-0.480652,39.1572,-0.056366,-0.480438,2,9442
2324,-0.48172,39.1608,-0.0561523,-0.481537,2,9443
2325,-0.482788,39.1643,-0.0559692,-0.482635,2,9444
2326,-0.483856,39.1679,-0.0557861,-0.483704,2,9445
2327,-0.484924,39.1714,-0.0555725,-0.484711,2,9446
2328,-0.485992,39.175,-0.0554504,-0.48584,2,9447
2329,-0.487061,39.1786,-0.0552979,-0.486847,2,9448
2330,-0.488129,39.1821,-0.0551453,-0.487915,2,9449
2331,-0.489197,39.1857,-0.0549927,-0.489075,2,9450
2332,-0.490265,39.1892,-0.0548706,-0.490082,2,9451
2333,-0.491333,39.1928,-0.0546875,-0.49115,2,9452
2334,-0.492401,39.1964,-0.0545654,-0.492157,2,9453
2335,-0.493469,39.1999,-0.0544128,-0.493286,2,9454
2336,-0.494537,39.2035,-0.0543213,-0.494354,2,9455
2337,-0.495605,39.207,-0.0541382,-0.495422,2,9456
2338,-0.496674,39.2106,-0.0540466,-0.49649,2,9457
2339,-0.497742,39.2142,-0.0539246,-0.497528,2,9458
2340,-0.49881,39.2177,-0.0538025,-0.498627,2,9459
2341,-0.499878,39.2213,-0.0536804,-0.499725,2,9460
2342,-0.500946,39.2248,-0.0535583,-0.500854,2,9461
2343,-0.502014,39.2284,-0.0534363,-0.501892,2,9462
2344,-0.503082,39.232,-0.0532837,-0.50296,2,9463
2345,-0.50415,39.2355,-0.0532227,-0.503998,2,9464
2346,-0.505219,39.2391,-0.0531311,-0.505005,2,9465
2347,-0.506287,39.2426,-0.053009,-0.506134,2,9466
2348,-0.507355,39.2462,-0.0528564,-0.507172,2,9467
2349,-0.508423,39.2498,-0.0527649,-0.50827,2,9468
2350,-0.509491,39.2533,-0.0525513,-0.509308,2,9469
2351,-0.510559,39.2569,-0.0524597,-0.510376,2,9470
2352,-0.511627,39.2604,-0.0523987,-0.511383,2,9471
2353,-0.512695,39.264,-0.0524597,-0.512482,2,9472
2354,-0.513763,39.2676,-0.0522766,-0.51358,2,9473
2355,-0.514832,39.2711,-0.052124,-0.514679,2,9474
